invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,is_guest,revenue,year,month
501159,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-03-15 09:11:00,1.69,13382.0,United Kingdom,False,13.52,2010,3
532152,21592,RETROSPOT CIGAR BOX MATCHES ,1,2010-11-11 12:13:00,1.25,16395.0,United Kingdom,False,1.25,2010,11
522987,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,2,2010-09-19 14:51:00,4.65,17625.0,United Kingdom,False,9.3,2010,9
579512,21703,BAG 125g SWIRLY MARBLES,2,2011-11-29 16:47:00,0.83,,United Kingdom,True,1.66,2011,11
578945,21314,SMALL GLASS HEART TRINKET POT,4,2011-11-27 13:47:00,2.1,16877.0,United Kingdom,False,8.4,2011,11
543358,22381,TOY TIDY PINK POLKADOT,1,2011-02-07 14:04:00,4.13,,United Kingdom,True,4.13,2011,2
502238,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,6,2010-03-23 13:11:00,2.95,16296.0,United Kingdom,False,17.7,2010,3
533161,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-11-16 14:15:00,9.95,16347.0,United Kingdom,False,9.95,2010,11
577409,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-11-20 10:53:00,1.25,16779.0,United Kingdom,False,15.0,2011,11
553919,21927,BLUE/CREAM STRIPE CUSHION COVER ,12,2011-05-20 08:41:00,1.25,17416.0,United Kingdom,False,15.0,2011,5
541428,22855,FINE WICKER HEART ,12,2011-01-18 08:53:00,1.25,14242.0,United Kingdom,False,15.0,2011,1
556290,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-06-10 09:23:00,12.75,17088.0,United Kingdom,False,25.5,2011,6
507453,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-05-10 10:11:00,0.85,15674.0,United Kingdom,False,10.2,2010,5
508228,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-05-13 16:49:00,5.91,,United Kingdom,True,5.91,2010,5
578686,23323,WHITE WICKER STAR ,6,2011-11-25 09:18:00,2.1,13050.0,United Kingdom,False,12.6,2011,11
570666,23518,EMBROIDERED RIBBON REEL RACHEL ,6,2011-10-11 14:24:00,2.89,13919.0,Denmark,False,17.34,2011,10
566735,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-09-14 14:19:00,4.95,15707.0,United Kingdom,False,4.95,2011,9
548203,22916,HERB MARKER THYME,23,2011-03-29 16:40:00,1.95,,United Kingdom,True,44.85,2011,3
534221,22872,NUMBER TILE COTTAGE GARDEN 4,1,2010-11-21 16:15:00,1.95,16049.0,United Kingdom,False,1.95,2010,11
536592,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2010-12-01 17:06:00,1.28,,United Kingdom,True,15.36,2010,12
565926,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-09-08 10:02:00,1.25,13305.0,United Kingdom,False,15.0,2011,9
580983,23603,SET 10 CARD KRAFT REINDEER 17084,1,2011-12-06 16:26:00,2.49,,United Kingdom,True,2.49,2011,12
525299,22532,MAGIC DRAWING SLATE LEAP FROG ,24,2010-10-05 09:38:00,0.42,18188.0,United Kingdom,False,10.08,2010,10
507359,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2010-05-07 15:33:00,1.25,17028.0,United Kingdom,False,30.0,2010,5
511656,21314,SMALL GLASS HEART TRINKET POT,1,2010-06-09 14:13:00,4.21,,United Kingdom,True,4.21,2010,6
575767,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2011-11-11 11:11:00,1.65,17348.0,United Kingdom,False,3.3,2011,11
516610,22617,BAKING SET SPACEBOY DESIGN,3,2010-07-21 14:41:00,4.95,13615.0,United Kingdom,False,14.85,2010,7
541813,72741,GRAND CHOCOLATECANDLE,9,2011-01-21 15:36:00,1.45,18239.0,United Kingdom,False,13.05,2011,1
515825,22423,REGENCY CAKESTAND 3 TIER,32,2010-07-15 10:17:00,10.95,13694.0,United Kingdom,False,350.4,2010,7
551718,22437,SET OF 9 BLACK SKULL BALLOONS,1,2011-05-03 16:06:00,1.63,,United Kingdom,True,1.63,2011,5
558683,15056n,EDWARDIAN PARASOL NATURAL,1,2011-07-01 11:23:00,12.46,,United Kingdom,True,12.46,2011,7
500030,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2010-03-04 11:29:00,2.95,14527.0,United Kingdom,False,2.95,2010,3
511852,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2010-06-10 20:09:00,1.25,16549.0,United Kingdom,False,1.25,2010,6
558540,22425,ENAMEL COLANDER CREAM,3,2011-06-30 12:15:00,4.95,17706.0,United Kingdom,False,14.85,2011,6
567935,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-09-22 18:07:00,4.95,13320.0,United Kingdom,False,14.85,2011,9
560863,21896,POTTING SHED TWINE,1,2011-07-21 13:53:00,2.1,12748.0,United Kingdom,False,2.1,2011,7
540848,84596G,SMALL CHOCOLATES PINK BOWL,5,2011-01-12 09:26:00,0.85,,United Kingdom,True,4.25,2011,1
558681,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-07-01 11:20:00,4.13,,United Kingdom,True,4.13,2011,7
571247,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-10-14 16:04:00,0.85,15826.0,United Kingdom,False,10.2,2011,10
522612,20749,ASSORTED COLOUR MINI CASES,2,2010-09-15 14:30:00,7.95,16979.0,United Kingdom,False,15.9,2010,9
572055,37413,ICON MUG REVOLUTIONARY,1,2011-10-20 12:34:00,0.39,17346.0,United Kingdom,False,0.39,2011,10
511047,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2010-06-06 11:38:00,1.25,14573.0,United Kingdom,False,1.25,2010,6
521392,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-09-05 14:40:00,1.65,16170.0,United Kingdom,False,19.8,2010,9
504910,20725,LUNCH BAG RED SPOTTY,12,2010-04-19 09:35:00,1.45,17850.0,United Kingdom,False,17.4,2010,4
556471,21174,POTTERING IN THE SHED METAL SIGN,1,2011-06-12 11:47:00,2.08,16466.0,United Kingdom,False,2.08,2011,6
575960,23320,GIANT 50'S CHRISTMAS CRACKER,1,2011-11-13 12:28:00,2.89,15429.0,United Kingdom,False,2.89,2011,11
496851,22189,CREAM HEART CARD HOLDER,1,2010-02-04 11:40:00,3.95,15768.0,United Kingdom,False,3.95,2010,2
517124,22561,WOODEN SCHOOL COLOURING SET,12,2010-07-27 09:38:00,1.65,12801.0,Sweden,False,19.8,2010,7
577604,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-11-21 08:57:00,0.85,14300.0,United Kingdom,False,10.2,2011,11
572552,22974,CHILDRENS DOLLY GIRL MUG,2,2011-10-24 17:07:00,3.29,14096.0,United Kingdom,False,6.58,2011,10
552624,21534,DAIRY MAID LARGE MILK JUG,1,2011-05-10 12:53:00,4.95,14505.0,United Kingdom,False,4.95,2011,5
531207,21408,SPOTTY PINK DUCK DOORSTOP,3,2010-11-05 16:00:00,4.25,13154.0,United Kingdom,False,12.75,2010,11
547910,22386,JUMBO BAG PINK POLKADOT,2,2011-03-28 12:23:00,1.95,14159.0,United Kingdom,False,3.9,2011,3
579676,35970,ZINC FOLKART SLEIGH BELLS,24,2011-11-30 13:13:00,1.69,17502.0,United Kingdom,False,40.56,2011,11
496822,22024,RAINY LADIES BIRTHDAY CARD,12,2010-02-04 10:50:00,0.42,13107.0,United Kingdom,False,5.04,2010,2
509373,16236,KITTY PENCIL ERASERS,28,2010-05-21 14:24:00,0.21,15861.0,United Kingdom,False,5.88,2010,5
574076,22659,LUNCH BOX I LOVE LONDON,1,2011-11-02 15:38:00,4.13,,United Kingdom,True,4.13,2011,11
534201,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,2010-11-21 15:24:00,4.25,13550.0,United Kingdom,False,4.25,2010,11
522515,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-09-15 11:44:00,2.95,13041.0,United Kingdom,False,17.7,2010,9
501306,22379,RECYCLING BAG RETROSPOT ,2,2010-03-15 17:29:00,4.21,,United Kingdom,True,8.42,2010,3
489607,21893,POTTING SHED SEED TIN,1,2009-12-01 14:49:00,8.65,,United Kingdom,True,8.65,2009,12
532988,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-11-15 14:07:00,7.95,16350.0,United Kingdom,False,15.9,2010,11
531370,21174,POTTERING IN THE SHED METAL SIGN,2,2010-11-07 15:30:00,1.95,16511.0,United Kingdom,False,3.9,2010,11
538566,21911,GARDEN METAL SIGN ,1,2010-12-13 11:21:00,3.36,,United Kingdom,True,3.36,2010,12
538529,22914,BLUE COAT RACK PARIS FASHION,3,2010-12-13 10:24:00,4.95,14290.0,United Kingdom,False,14.85,2010,12
581439,72128,COLUMBIAN CANDLE ROUND,2,2011-12-08 16:30:00,1.63,,United Kingdom,True,3.26,2011,12
559817,22251,BIRDHOUSE DECORATION MAGIC GARDEN,7,2011-07-12 16:20:00,0.83,,United Kingdom,True,5.81,2011,7
549222,84559B,3D SHEET OF CAT STICKERS,12,2011-04-07 10:43:00,0.85,12347.0,Iceland,False,10.2,2011,4
544824,21622,VINTAGE UNION JACK CUSHION COVER,4,2011-02-24 09:32:00,4.95,17139.0,United Kingdom,False,19.8,2011,2
533543,84978,HANGING HEART JAR T-LIGHT HOLDER,9,2010-11-17 16:01:00,1.25,17639.0,United Kingdom,False,11.25,2010,11
536003,21906,PHARMACIE FIRST AID TIN,1,2010-11-29 14:36:00,6.75,16049.0,United Kingdom,False,6.75,2010,11
512612,84971S,SMALL HEART FLOWERS HOOK ,24,2010-06-17 10:28:00,0.85,17675.0,United Kingdom,False,20.4,2010,6
492342,21243,PINK  SPOTTY PLATE ,8,2009-12-16 12:32:00,1.69,14527.0,United Kingdom,False,13.52,2009,12
562560,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-08-05 17:12:00,1.65,14156.0,EIRE,False,19.8,2011,8
501127,21876,POTTERING MUG,24,2010-03-12 15:47:00,1.25,18178.0,United Kingdom,False,30.0,2010,3
570333,23187,FRENCH STYLE STORAGE JAR BONBONS,6,2011-10-10 12:19:00,0.29,18126.0,United Kingdom,False,1.74,2011,10
559889,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,72,2011-07-13 11:48:00,0.55,12678.0,France,False,39.6,2011,7
527424,21806,WHITE CHRISTMAS HEART DECORATION,9,2010-10-17 16:08:00,0.42,15068.0,United Kingdom,False,3.78,2010,10
527951,72122,COFFEE SCENT PILLAR CANDLE,1,2010-10-19 15:36:00,1.91,,United Kingdom,True,1.91,2010,10
536945,22956,36 FOIL HEART CAKE CASES,1,2010-12-03 12:24:00,2.1,14083.0,United Kingdom,False,2.1,2010,12
576851,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,2011-11-16 15:41:00,4.25,15967.0,United Kingdom,False,4.25,2011,11
554603,90175C,BLUE GLASS CHUNKY CHARM BRACELET,2,2011-05-25 11:14:00,8.95,14593.0,United Kingdom,False,17.9,2011,5
502189,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-03-23 11:41:00,1.95,15003.0,United Kingdom,False,1.95,2010,3
520376,15044B,BLUE PAPER PARASOL ,2,2010-08-25 14:38:00,2.95,14787.0,United Kingdom,False,5.9,2010,8
561193,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-07-25 13:46:00,8.5,13296.0,United Kingdom,False,34.0,2011,7
537666,21066,VINTAGE RED MUG,1,2010-12-07 18:36:00,2.51,,United Kingdom,True,2.51,2010,12
536380,22961,JAM MAKING SET PRINTED,24,2010-12-01 09:41:00,1.45,17809.0,United Kingdom,False,34.8,2010,12
500715,22090,PAPER BUNTING RETRO SPOTS,12,2010-03-09 14:32:00,2.95,16854.0,United Kingdom,False,35.4,2010,3
545308,85214,TUB 24 PINK FLOWER PEGS,1,2011-03-01 13:19:00,1.65,14656.0,United Kingdom,False,1.65,2011,3
501049,21731,RED TOADSTOOL LED NIGHT LIGHT,720,2010-03-12 10:41:00,1.45,14646.0,Netherlands,False,1044.0,2010,3
494435,84509F,NEW ENGLAND PLACEMATS,2,2010-01-14 12:00:00,3.75,14590.0,United Kingdom,False,7.5,2010,1
541429,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-01-18 09:44:00,0.55,14688.0,United Kingdom,False,13.2,2011,1
507390,22423,REGENCY CAKESTAND 3 TIER,2,2010-05-09 12:18:00,12.75,15498.0,United Kingdom,False,25.5,2010,5
575718,22413,METAL SIGN TAKE IT OR LEAVE IT ,2,2011-11-10 18:04:00,2.95,16907.0,United Kingdom,False,5.9,2011,11
527938,20725,LUNCH BAG RED RETROSPOT,10,2010-10-19 14:09:00,1.65,13659.0,United Kingdom,False,16.5,2010,10
565541,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,2011-09-05 12:00:00,1.45,14159.0,United Kingdom,False,2.9,2011,9
563940,47504K,ENGLISH ROSE GARDEN SECATEURS,24,2011-08-22 09:30:00,0.79,17416.0,United Kingdom,False,18.96,2011,8
549295,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-04-07 19:49:00,5.79,,United Kingdom,True,11.58,2011,4
545459,85230A,OPIUM SCENTED VOTIVE CANDLE,24,2011-03-02 17:21:00,0.29,17576.0,United Kingdom,False,6.96,2011,3
504519,15036,ASSORTED COLOURS SILK FAN,12,2010-04-14 11:36:00,0.75,15563.0,United Kingdom,False,9.0,2010,4
549116,22691,DOORMAT WELCOME SUNRISE,2,2011-04-06 12:49:00,7.95,16670.0,United Kingdom,False,15.9,2011,4
552313,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-05-08 16:03:00,3.75,13139.0,United Kingdom,False,15.0,2011,5
522315,90175A,WHITE GLASS CHUNKY CHARM BRACELET,1,2010-09-13 15:14:00,9.34,,United Kingdom,True,9.34,2010,9
532664,72800C,4 PINK DINNER CANDLE SILVER FLOCK,3,2010-11-14 11:34:00,2.55,13684.0,United Kingdom,False,7.65,2010,11
527244,22333,RETROSPOT PARTY BAG + STICKER SET,2,2010-10-15 12:11:00,1.65,15957.0,United Kingdom,False,3.3,2010,10
550822,22501,PICNIC BASKET WICKER LARGE,2,2011-04-21 09:26:00,9.95,14001.0,United Kingdom,False,19.9,2011,4
520698,48138,DOORMAT UNION FLAG,2,2010-08-29 11:15:00,7.49,15465.0,United Kingdom,False,14.98,2010,8
562218,22741,FUNKY DIVA PEN,48,2011-08-03 14:07:00,0.85,13851.0,United Kingdom,False,40.8,2011,8
572903,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-10-26 15:17:00,3.75,17974.0,United Kingdom,False,3.75,2011,10
571061,23245,SET OF 3 REGENCY CAKE TINS,3,2011-10-13 14:33:00,10.79,,United Kingdom,True,32.37,2011,10
496293,20703,BLUE PADDED SOFT MOBILE,3,2010-01-31 10:10:00,4.25,14068.0,United Kingdom,False,12.75,2010,1
514507,22202,MILK PAN PINK RETROSPOT,1,2010-07-04 12:34:00,3.75,14415.0,United Kingdom,False,3.75,2010,7
581165,20831,GOLD PHOTO FRAME,12,2011-12-07 14:39:00,0.79,15701.0,United Kingdom,False,9.48,2011,12
504697,21213,PACK OF 72 SKULL CAKE CASES,24,2010-04-15 17:18:00,0.55,12474.0,Germany,False,13.2,2010,4
524003,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2010-09-26 16:04:00,4.95,14649.0,United Kingdom,False,4.95,2010,9
528733,21258,VICTORIAN SEWING BOX LARGE,3,2010-10-24 13:54:00,12.75,15640.0,United Kingdom,False,38.25,2010,10
543131,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-02-03 15:23:00,7.95,13539.0,United Kingdom,False,15.9,2011,2
537370,22569,FELTCRAFT CUSHION BUTTERFLY,5,2010-12-06 12:44:00,3.75,13155.0,United Kingdom,False,18.75,2010,12
576927,21821,GLITTER STAR GARLAND WITH BELLS ,6,2011-11-17 11:02:00,3.75,12567.0,France,False,22.5,2011,11
536864,22502,PICNIC BASKET WICKER SMALL,2,2010-12-03 11:27:00,8.47,,United Kingdom,True,16.94,2010,12
581336,23302,KNEELING MAT HOUSEWORK  DESIGN,24,2011-12-08 12:10:00,0.79,16161.0,United Kingdom,False,18.96,2011,12
524518,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,24,2010-09-29 13:08:00,1.45,16218.0,United Kingdom,False,34.8,2010,9
499858,20727,LUNCH BAG  BLACK SKULL.,1,2010-03-02 17:04:00,4.21,,United Kingdom,True,4.21,2010,3
532419,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,10,2010-11-12 09:18:00,3.36,,United Kingdom,True,33.6,2010,11
575875,85066,CREAM SWEETHEART MINI CHEST,2,2011-11-11 13:06:00,24.96,,United Kingdom,True,49.92,2011,11
498441,21907,I'M ON HOLIDAY METAL SIGN,1,2010-02-19 09:37:00,4.21,,United Kingdom,True,4.21,2010,2
539484,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-12-19 15:44:00,0.55,15640.0,United Kingdom,False,13.2,2010,12
573380,23462,ROCOCO WALL MIRROR WHITE,2,2011-10-30 14:04:00,19.95,14572.0,United Kingdom,False,39.9,2011,10
513305,21645,ASSORTED TUTTI FRUTTI ROUND BOX,12,2010-06-23 14:34:00,1.65,15248.0,United Kingdom,False,19.8,2010,6
560053,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,24,2011-07-14 15:44:00,0.39,17612.0,United Kingdom,False,9.36,2011,7
489545,22272,FELTCRAFT DOLL MARIA,1,2009-12-01 12:22:00,2.95,17804.0,United Kingdom,False,2.95,2009,12
500885,84909A,PINK PAISLEY QUILT ,4,2010-03-10 15:22:00,12.75,15633.0,United Kingdom,False,51.0,2010,3
496705,22195,LARGE HEART MEASURING SPOONS,12,2010-02-03 13:29:00,1.65,15448.0,United Kingdom,False,19.8,2010,2
538437,21408,SPOTTY PINK DUCK DOORSTOP,1,2010-12-12 12:18:00,4.25,16010.0,United Kingdom,False,4.25,2010,12
494436,85176,SEWING SUSAN 21 NEEDLE SET,12,2010-01-14 12:09:00,0.85,16013.0,United Kingdom,False,10.2,2010,1
551564,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-05-03 10:56:00,2.1,16609.0,United Kingdom,False,12.6,2011,5
532692,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2010-11-14 12:47:00,0.85,14807.0,United Kingdom,False,10.2,2010,11
564221,22271,FELTCRAFT DOLL ROSIE,1,2011-08-24 09:36:00,5.79,,United Kingdom,True,5.79,2011,8
512095,37370,RETRO COFFEE MUGS ASSORTED,12,2010-06-13 13:14:00,1.25,13394.0,United Kingdom,False,15.0,2010,6
510761,21592,RETRO SPOT  CIGAR BOX MATCHES ,2,2010-06-03 13:03:00,1.25,17216.0,United Kingdom,False,2.5,2010,6
554348,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-05-24 08:49:00,8.5,13523.0,United Kingdom,False,17.0,2011,5
559690,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,12,2011-07-11 15:52:00,2.1,16422.0,United Kingdom,False,25.2,2011,7
570680,23203,JUMBO BAG VINTAGE DOILY ,100,2011-10-11 15:36:00,1.79,13969.0,United Kingdom,False,179.0,2011,10
547867,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-03-27 13:56:00,2.55,13357.0,United Kingdom,False,15.3,2011,3
571212,22555,PLASTERS IN TIN STRONGMAN,5,2011-10-14 12:53:00,1.65,12856.0,United Kingdom,False,8.25,2011,10
536769,22729,ALARM CLOCK BAKELIKE ORANGE,4,2010-12-02 14:47:00,3.75,17581.0,United Kingdom,False,15.0,2010,12
560780,22077,6 RIBBONS RUSTIC CHARM,1,2011-07-21 09:31:00,4.13,,United Kingdom,True,4.13,2011,7
566495,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2011-09-13 11:14:00,2.55,15529.0,United Kingdom,False,2.55,2011,9
561923,22562,MONSTERS STENCIL CRAFT,12,2011-08-01 12:16:00,1.25,14112.0,United Kingdom,False,15.0,2011,8
576252,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,2011-11-14 13:55:00,1.25,14418.0,United Kingdom,False,15.0,2011,11
550278,84997c,CHILDRENS CUTLERY POLKADOT BLUE,5,2011-04-15 13:15:00,8.29,,United Kingdom,True,41.45,2011,4
498389,21278,VINTAGE KITCHEN PRINT PUDDINGS,1,2010-02-18 14:43:00,2.55,14606.0,United Kingdom,False,2.55,2010,2
539631,22091,EMPIRE TISSUE BOX,1,2010-12-20 15:03:00,2.51,,United Kingdom,True,2.51,2010,12
511972,72122,COFFEE SCENT PILLAR CANDLE,1,2010-06-11 14:35:00,1.91,,United Kingdom,True,1.91,2010,6
526163,22195,LARGE HEART MEASURING SPOONS,1,2010-10-08 17:28:00,1.65,15579.0,United Kingdom,False,1.65,2010,10
520505,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2010-08-26 12:51:00,0.85,17663.0,United Kingdom,False,10.2,2010,8
537041,22955,36 FOIL STAR CAKE CASES ,1,2010-12-05 10:36:00,2.1,16033.0,United Kingdom,False,2.1,2010,12
581439,85099B,JUMBO BAG RED RETROSPOT,1,2011-12-08 16:30:00,4.13,,United Kingdom,True,4.13,2011,12
501814,35810A,ENAMEL PINK COFFEE CONTAINER,6,2010-03-19 14:49:00,2.1,,Sweden,True,12.6,2010,3
574749,84877B,GREEN ROUND COMPACT MIRROR,24,2011-11-07 08:54:00,1.25,15150.0,United Kingdom,False,30.0,2011,11
556188,44234,ASSORTED CIRCULAR MOBILE,4,2011-06-09 11:49:00,0.21,,United Kingdom,True,0.84,2011,6
560841,84360,TABLE LAMP WHITE SHADE WOOD BASE,4,2011-07-21 12:25:00,4.65,14298.0,United Kingdom,False,18.6,2011,7
552134,22595,GINGHAM HEART DECORATION,24,2011-05-06 11:50:00,0.85,14944.0,United Kingdom,False,20.4,2011,5
522327,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2010-09-13 16:15:00,0.42,18069.0,United Kingdom,False,5.04,2010,9
493435,21789,KIDS RAIN MAC PINK,4,2010-01-04 12:57:00,0.85,13206.0,United Kingdom,False,3.4,2010,1
561794,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-07-29 13:11:00,1.25,12921.0,United Kingdom,False,15.0,2011,7
553319,23209,LUNCH BAG DOILEY PATTERN ,20,2011-05-16 12:05:00,1.65,16705.0,United Kingdom,False,33.0,2011,5
514665,21171,BATHROOM METAL SIGN ,2,2010-07-05 13:04:00,1.45,16110.0,United Kingdom,False,2.9,2010,7
518902,22695,WICKER WREATH SMALL,2,2010-08-12 14:15:00,1.45,14461.0,United Kingdom,False,2.9,2010,8
538349,21288,STRIPEY CHOCOLATE NESTING BOXES,1,2010-12-10 14:59:00,5.91,,United Kingdom,True,5.91,2010,12
510772,22627,MINT KITCHEN SCALES,2,2010-06-03 14:02:00,16.98,,United Kingdom,True,33.96,2010,6
536028,20978,36 PENCILS TUBE SKULLS,2,2010-11-29 16:32:00,1.25,15555.0,United Kingdom,False,2.5,2010,11
512895,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2010-06-18 12:45:00,8.5,15031.0,United Kingdom,False,8.5,2010,6
570722,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-10-12 11:08:00,1.06,14642.0,United Kingdom,False,76.32,2011,10
497644,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-02-11 13:47:00,1.25,16125.0,United Kingdom,False,15.0,2010,2
532369,22448,PIN CUSHION BABUSHKA RED,12,2010-11-11 17:55:00,3.35,17862.0,United Kingdom,False,40.2,2010,11
542624,21042,RED RETROSPOT APRON ,1,2011-01-31 09:48:00,12.46,,United Kingdom,True,12.46,2011,1
523768,22538,MINI JIGSAW GO TO THE FAIR,24,2010-09-24 10:29:00,0.42,14134.0,United Kingdom,False,10.08,2010,9
580611,22335,HEART DECORATION PAINTED ZINC ,2,2011-12-05 11:49:00,0.65,12748.0,United Kingdom,False,1.3,2011,12
517385,22437,SET OF 9 BLACK SKULL BALLOONS,5,2010-07-28 17:56:00,0.85,16937.0,United Kingdom,False,4.25,2010,7
509206,20829,GLITTER HANGING BUTTERFLY STRING,1,2010-05-21 09:29:00,4.21,,United Kingdom,True,4.21,2010,5
574043,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-11-02 13:13:00,2.95,16367.0,United Kingdom,False,8.85,2011,11
525825,22731,3D CHRISTMAS STAMPS STICKERS ,3,2010-10-07 11:46:00,1.25,15858.0,United Kingdom,False,3.75,2010,10
579196,22121,NOEL WOODEN BLOCK LETTERS ,1,2011-11-28 15:54:00,11.63,14096.0,United Kingdom,False,11.63,2011,11
526349,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-10-11 12:16:00,2.1,15948.0,United Kingdom,False,12.6,2010,10
533083,22191,IVORY DINER WALL CLOCK,4,2010-11-16 09:50:00,8.5,13097.0,United Kingdom,False,34.0,2010,11
555537,22457,NATURAL SLATE HEART CHALKBOARD ,1,2011-06-05 12:37:00,2.95,15453.0,United Kingdom,False,2.95,2011,6
545059,22079,RIBBON REEL HEARTS DESIGN ,1,2011-02-27 13:04:00,1.65,14157.0,United Kingdom,False,1.65,2011,2
528074,22163,HEART STRING MEMO HOLDER HANGING,6,2010-10-20 12:31:00,2.95,16817.0,United Kingdom,False,17.7,2010,10
516338,22046,TEA PARTY  WRAPPING PAPER ,25,2010-07-20 09:04:00,0.42,13418.0,United Kingdom,False,10.5,2010,7
528615,20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,6,2010-10-22 16:36:00,0.42,17231.0,United Kingdom,False,2.52,2010,10
500462,84580,MOUSE TOY WITH PINK T-SHIRT,2,2010-03-08 12:40:00,4.21,,United Kingdom,True,8.42,2010,3
505681,22295,HEART FILIGREE DOVE LARGE,12,2010-04-23 16:02:00,1.65,15747.0,United Kingdom,False,19.8,2010,4
547918,22595,GINGHAM HEART DECORATION,12,2011-03-28 12:49:00,0.85,15249.0,United Kingdom,False,10.2,2011,3
538349,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2010-12-10 14:59:00,1.28,,United Kingdom,True,1.28,2010,12
552262,22334,DINOSAUR PARTY BAG + STICKER SET,8,2011-05-08 11:37:00,1.65,14911.0,EIRE,False,13.2,2011,5
516267,21174,POTTERING IN THE SHED METAL SIGN,1,2010-07-19 12:17:00,4.21,,United Kingdom,True,4.21,2010,7
535414,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2010-11-26 11:36:00,9.95,18118.0,United Kingdom,False,9.95,2010,11
557410,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-06-20 11:36:00,1.65,14701.0,United Kingdom,False,1.65,2011,6
523591,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2010-09-23 10:06:00,1.65,13635.0,United Kingdom,False,19.8,2010,9
546884,84637,KITCHEN FLOWER POTS WALL PLAQUE,1,2011-03-17 18:08:00,4.96,,United Kingdom,True,4.96,2011,3
533348,22024,RAINY LADIES BIRTHDAY CARD,2,2010-11-17 09:23:00,0.85,,United Kingdom,True,1.7,2010,11
565844,23251,VINTAGE RED ENAMEL TRIM MUG ,12,2011-09-07 12:19:00,1.25,17442.0,United Kingdom,False,15.0,2011,9
528372,22492,MINI PAINT SET VINTAGE ,36,2010-10-21 16:55:00,0.65,17290.0,United Kingdom,False,23.4,2010,10
579694,22379,RECYCLING BAG RETROSPOT ,2,2011-11-30 14:11:00,4.96,,United Kingdom,True,9.92,2011,11
527249,22624,IVORY KITCHEN SCALES,1,2010-10-15 12:28:00,8.5,15571.0,United Kingdom,False,8.5,2010,10
